tool,title,body,stackoverflow_answer,explanation,explanation_words,faithfulness_supporting_facts,faithfulness_fact_score,faithfulness_fact_score_fuzzy,dox_score,fact_score,fact_score_fuzzy,supporting_facts,supporting_facts_labels,supported_facts_labels,prompt_tokens,rag_context_tokens,output_tokens,processed_extra_questions_count,extra_questions
GenAI,Squeak or Pharo for the beginning Smalltalker?,"<p>I am a Rubyist that is just starting to dabble in Smalltalk and am trying to chose an implementation to experiment with. It seems like Squeak or Pharo would be a good choice, but I'm having trouble finding current information to help decide which one would be better. Much of what I find via Google searches is from a couple of years ago and may no longer be relevant.</p>

<p>Is there a clear favorite these days? If not, what are the pros and cons of each?</p>
","<p>To certain extent, it is a matter of personal taste. Pharo is fork of Squeak intended make it more modern version of Smalltalk, sometimes at expense of not sticking to backward compatibility to Squeak. </p>

<p>Pharo being a fork, also means that they share much in common, from VM to huge parts of class library. Many add on packages work with both of them, and some are developed with Squeak as primary dev platform and I guess a slightly larger number of them are developed in Pharo (Seaside, Pier, etc). Both variants have free intro books: Squeak by Example, and Pharo by Example, but Pharo one seems more up to date.</p>

<p>Personally I prefer Pharo since it gives me cleaner and more modern feeling. </p>
"," Both Squeak and Pharo are excellent choices for a beginning Smalltalker, as they are both open-source, actively developed, and have strong communities. Here's a brief comparison of the two to help you decide which one might be a better fit for you:

**Squeak**

* Developed by Alan Kay, Dan Ingalls, and others at Apple and Disney in the late 1990s as a modern, open-source version of Smalltalk-80.
* Based on the Smalltalk-80 image, which includes the development environment, libraries, and applications.
* Uses its own virtual machine (VM) called ""Cog"", which is highly optimized for performance.
* Has a larger user base and is used in various educational and research settings.
* Offers a wide range of free resources, including books, tutorials, and screencasts.
* The user interface and development tools may feel somewhat outdated compared to more modern Smalltalk environments.

**Pharo**

* Forked from Squeak in 2008 with a focus on modernizing and refining the Smalltalk-80 image.
* Based on the same VM as Squeak (Cog) but with additional optimizations and improvements.
* Has a more streamlined and modern user interface.
* Offers a cleaner and more coherent set of libraries and tools.
* Has a smaller user base but a more active and focused community.
* Offers a wide range of free resources, including books, tutorials, and videos.

In summary, Squeak might be a better choice if you value a larger user base, more resources, and a more diverse ecosystem. Pharo, on the other hand, might be a better choice if you prefer a more modern and streamlined user interface and a more coherent set of libraries and tools.

However, both Squeak and Pharo are excellent choices for learning and using Smalltalk, and you",271,,,,,0.0,0.5571685629161369,0,[],[],154,1438,376,0,[]
GenAI,Smalltalk - Is it possible to add a string to a String instance via a method?,"<p>Smalltalk - Is it possible to add a string to a String instance via a method?</p>

<p>Essentially I'd like something along the lines of:</p>

<pre><code>renderThisOn: aString

aString append: 'whatever text I want'
</code></pre>

<p>Essentially I'd like a String instance (ByteString, etc) to behave like the ""html"" object in Seaside. I pass it on as an argument to multiple methods, each adding some information to it.</p>
","<p>From a practical viewpoint the answer would be no, it is not possible to change the size of a String. You can modify the characters of the String though:</p>

<pre><code>a := 'abc'.
a at: 2 put: $x.
a = 'axc' ""true""
</code></pre>

<p>Therefore, when you concatenate two strings you get a third one, while the others two remain unchanged</p>

<pre><code>s := 'abc'.
t := 'def'.
u := s , t.
s = 'abc'. ""true""
t = 'def'. ""true""
</code></pre>

<p>Having said this, there is actually a way to do grow (or shrink) a String. The idea is to use <code>become:</code> (or <code>becomeForward:</code>). This message will replace all references to the receiver with references to the argument. In your case:</p>

<pre><code>s := 'abc'.
t := 'def'.
assoc := s -&gt; 3 ""referene to s""
s become: s , t.
s = 'abcdef'. ""true""
assoc key == s ""true""
</code></pre>

<p>The reason why I started my answer by saying that you cannot change the string's size is because in the vast majority of cases the use of <code>become:</code> is overkilling and the recommended practice is to review the code and eliminate the need for modifying the structure of an object.</p>
"," Yes, it is possible to add a string to a String instance via a method in Smalltalk. You can achieve this by using the `,` (comma) or `append:` method. Here's how you can do it:

1. Using the `,` (comma) operator:

```smalltalk
renderThisOn: aString
   aString := aString , 'whatever text I want'.
```

2. Using the `append:` method:

```smalltalk
renderThisOn: aString
   aString append: 'whatever text I want'.
```

In both cases, the `aString` argument will have the new text appended to it.

However, neither of these approaches will modify the original receiver (`aString` in this case) since Strings in Smalltalk are immutable. Instead, they will create a new String with the appended text and assign it to the `aString` variable.

If you would like to keep the original receiver unchanged and return a new String with the appended text, you can create a method like this:

```smalltalk
renderThisOn: aString
   ^ aString , 'whatever text I want'
```

or

```smalltalk
renderThisOn: aString
   ^ aString copyWith: 'whatever text I want'
```

In this example, the `renderThisOn:` method takes a String as an argument, appends the desired text, and returns a new String, leaving the original String unchanged.",185,,,,,0.0,0.5374008571436786,0,[],[],163,1445,301,0,[]
GenAI,Check if an object is an instance of a given class or of a subclass of it,"<p>Is there an easy way to do this in Smalltalk? I'm 80% sure that there is some method but can't find it anywhere.</p>

<p>I know that I can use</p>

<pre><code>(instance class = SomeClass) ifTrue:
</code></pre>

<p>And I know that I can use <code>superclass</code> etc... but I hope that there is something built in :)</p>
","<p>To test whether anObject is instance of aClass:</p>

<pre><code>(anObject isMemberOf: aClass)
</code></pre>

<p>To test whether it is an instance of aClass or one of it subclasses:</p>

<pre><code>(anObject isKindOf: aClass)
</code></pre>
"," Yes, there is a built-in method in Smalltalk to check if an object is an instance of a given class or a subclass of it. You can use the `isKindOf:` method. Here's an example:

```smalltalk
| instance someClass |
instance := 'Hello, World!' asString.
someClass := String.

(instance isKindOf: someClass) ifTrue: [
  Transcript show: 'The instance is of the given class or its subclass'; cr.
] ifFalse: [
  Transcript show: 'The instance is not of the given class or its subclass'; cr.
].
```

In this example, the message `isKindOf:` is sent to the `instance` object with the `someClass` (String class) as an argument. The method returns true if the receiver is an instance of the class or a subclass of that class.

Using `isKindOf:` is more convenient than manually checking the class hierarchy using `class` and `superclass` methods.",132,,,,,0.0,0.6135542519159254,0,[],[],145,1457,205,0,[]
GenAI,How to print an integer to transcript,"<p>I've tried the code</p>

<pre><code>|myNum|
myNum := SmallInteger new: 0.
Transcript show: (myNum printString).
</code></pre>

<p>, but Pharo crashes upon running this code.</p>
","<p>You can't create a SmallInteger using <code>new:</code>. You already have the number you want to print. It's already a SmallInteger. Just use it like such:</p>

<pre><code>Transcript show: 0 printString
</code></pre>
"," In Pharo, you can print an integer to the transcript using the `Transcript show:` method. However, the issue with the code you provided is that you're creating a new `SmallInteger` object and trying to print its string representation. Instead, you should create an integer directly. Here's the corrected code:

```smalltalk
| myNum |
myNum := 42.
Transcript show: myNum asString; cr.
```

In this example, `myNum` is assigned the integer value `42`. The `asString` message is sent to `myNum` to convert it to a string, and then the `show:` method is used to print the string to the transcript. The",95,,,,,0.0,0.541006198905577,0,[],[],95,1497,145,0,[]
GenAI,Regex: Matching all words in a phrase,"<p>Is this possible?</p>

<p>For a sentence such as <code>hello how are you</code>, I'd like my regular expression to return <code>hello</code> <code>how</code> <code>are</code> <code>you</code>. It only ever returns just <code>hello</code> and not the other words.</p>

<p>My Regex: </p>

<pre><code>[A-Za-z]*
</code></pre>

<p>Any help is greatly appreciated. Thanks!
If it matters, I'm using Pharo Smalltalk. I've been testing in <a href=""/questions/tagged/c%23"" class=""post-tag"" title=""show questions tagged &#39;c#&#39;"" rel=""tag"">c#</a> too.</p>
","<p>If you only need split the sentence by spaces this can be done using <code>string.Split()</code> method:</p>

<pre><code>var s = ""hello how are you"";
var words = s.Split();
</code></pre>

<p>If you want to use regular expressions:</p>

<pre><code>var s = ""hello how are you"";
var regex = ""\\w+"";
var words = Regex.Matches(s, regex).Cast&lt;Match&gt;().Select(m =&gt; m.Value);
</code></pre>
"," Yes, it is possible to match all words in a phrase using a regular expression. The regular expression you provided, `[A-Za-z]*`, matches any sequence of letters, but it is only matching the first word because the `*` character means ""match the preceding character zero or more times,"" and it is matching zero occurrences of letters after the first word.

To match all the words in a phrase, you can use the regular expression `\w+`. The `\w` character class matches any word character (equivalent to `[a-zA-Z0-9_]`), and the `+` character means ""match the preceding character one or more times."" This regular expression will match any sequence of one or more word characters.

Here is an example of how you can use this regular expression in C#:

```
using System;
using System.Text.RegularExpressions;

class Program
{
    static void Main()
    {
        string input = ""hello how are you"";
        string pattern = @""\w+"";

        MatchCollection matches = Regex.Matches(input, pattern);

        foreach (Match match in matches)
        {
            Console.WriteLine(match.Value);
        }
    }
}
```

This will output:

```
hello
how
are
you
```

I'm not familiar with Pharo Smalltalk, but according",227,,,,,0.0,0.5494484033881084,0,[],[],213,1379,265,0,[]
GenAI,What is the difference between self and yourself in Smalltalk?,"<p>In Smalltalk, there are two terms often found within a method body: <code>self</code> and <code>yourself</code>.</p>

<p>What is the difference between them?</p>
","<p>The reserved word <code>self</code> is a pseudo variable (you cannot assign to it) that refers to the current receiver of the method where it is used. On the other side <code>yourself</code> is a message you can send to any object to get that very same object.</p>

<p>The implementation of <code>yourself</code> is</p>

<pre><code>yourself
    ^self
</code></pre>

<p>meaning that the message <code>yourself</code> will behave as I just explained.</p>

<p>The reason why <code>yourself</code> exists is to support message cascading, where you put it as the last message to make sure the resulting expression will answer with the receiver:</p>

<pre><code>^receiver
   msg1;
   msg2;
   yourself
</code></pre>

<p>If <code>msg2</code> might answer with something different from the <code>receiver</code> you can append the <code>yourself</code> message to ignore that answer and return <code>receiver</code> instead. Of course you could have achieved the same result by writing:</p>

<pre><code>receiver
   msg1;
   msg2.
^receiver
</code></pre>

<p>Because of the simplicity of these two examples, it might be hard to understand what the advantage would be. However, consider that <code>receiver</code> is not a variable but a complex expression, something like.</p>

<pre><code>^(self msg: arg1 arg: arg2)
   msg1;
   msg2;
   yourself.
</code></pre>

<p>Without using <code>yourself</code> you would have to add a temporary to save the value of the receiver to achieve the same:</p>

<pre><code>| answer |
answer := self msg: arg1 arg: arg2.
answer
   msg1;
   msg2.
^answer
</code></pre>

<p>which is a little bit more verbose.</p>

<p>To summarize, <code>self</code> is a reserved word that refers to the current receiver and <code>yourself</code> is just a regular method that is there just for convenience.</p>
"," In Smalltalk, `self` and `yourself` are both keywords used to refer to the current object, but they are used in different contexts and have different behaviors.

`self` is a keyword that refers to the current object, and it is typically used to send messages to the current object from within a method. For example, consider the following code:
```ruby
| obj |
obj := Object new.
obj perform: #someMethod.

someMethod
	""Do something.""
```
In this example, the `someMethod` method is sent to the `obj` object by using the `perform:` message. Within the `someMethod` method, `self` refers to the `obj` object, so any messages sent using `self` will be received by `obj`.

On the other hand,",106,,,,,0.25,0.6240135251998176,1,['self is a keyword that refers to the object inside which the current method is executing .'],"['` self ` is a keyword that refers to the current object , and it is typically used to send messages to the current object from within a method .']",91,1508,165,0,[]
GenAI,Smalltalk initialization variables,"<p>In languages like Java and C++ we give parameters to constructors.</p>

<p>How do you do this in Pharo Smalltalk?</p>

<p>I want something like </p>

<pre><code>|aColor|
aColor = Color new 'red'.
</code></pre>

<p>Or is this bad practice and should I always do</p>

<pre><code>|aColor|
aColor = Color new.
aColor name:= red.d
</code></pre>
","<p>The short answer is that you can do pretty much the same in Smalltalk. From the calling code it would look like:</p>

<pre><code>aColor := Color named: 'Red'.
</code></pre>

<p>The long answer is that in Smalltalk you don't have constructors, at least not in the sense that you have a special message named after the class. What you do in Smalltalk is defining class-side messages (i.e. messages understood by the class, not the instance[*]) where you can instantiate and configure your instances. Assuming that your <code>Color</code> class has a <code>name</code> instance variable and a setter for it, the <code>#named:</code> method would be implemented like:</p>

<pre><code>(class) Color&gt;&gt;named: aName
| color |
color := self new.
color name: aName.
^color.
</code></pre>

<p>Some things to note:</p>

<ul>
<li>We are using the <code>#new</code> message sent to the class to create a new instance. You can think of the <code>#new</code> message as the primitive way for creating objects (hint: you can browse the implementors of the <code>#new</code> message to see how it is implemented).</li>
<li>We can define as many class methods as we want to create new 'configured' instances (e.g. <code>Color fromHexa:</code>) or return pre-created ones (e.g. <code>Color blue</code>).</li>
<li>You can still create an uninitialized instance by doing <code>Color new</code>. If you want to forbid that behavior then you must override the <code>#new</code> class message.</li>
</ul>

<p>There are many good books that you can read about Smalltalk basics at <a href=""http://stephane.ducasse.free.fr/FreeBooks.html"">Stef's Free Online Smalltalk Books</a></p>

<p>[*] This is quite natural due to the orthogonal nature on Smalltalk, since everything (including classes) is an object. If you are interested check Chapter 13 of <a href=""http://pharobyexample.org/"">Pharo by Example</a> or any other reference to classes and metaclasses in Smalltalk.</p>

<p>HTH</p>
"," In Pharo Smalltalk, you can initialize variables in a similar way to how you would do it in Java and C++ by using a class-side method that creates and returns a new instance of the class with the desired initial values. This method is typically called ""new"" or ""new:"" and takes the initialization arguments as parameters.

For example, in the case of the `Color` class, you can create a new instance of the class with a specific color by sending the `new:` message with the RGB value of the color as an argument:

```
| aColor |
aColor := Color new: 255 red: 0 green: 0 blue: 0.
```

This creates a new instance of the `Color` class representing the color red.

Regarding your question of whether it's bad practice to use the second approach, it is a matter of style and readability. The second approach you provided is more verbose but it makes it clearer what is happening and it allows you to set the color name after creating the instance, which can",168,,,,,0.2,0.5888363671911927,1,"['To create an instance of the class Color one can use the method r : g : b : ( as in Color r : 1 g : 0 b : 0 ) , which creates the color red .']","['For example , in the case of the ` Color ` class , you can create a new instance of the class with a specific color by sending the ` new : ` message with the RGB value of the color as an argument :    ` ` `   | aColor |   aColor : = Color new : 255 red : 0 green : 0 blue : 0 .']",137,1451,212,0,[]
GenAI,For loop for array in Pharo Smalltalk,"<p>I'm trying to make an array with random numbers (just 0 or 1), but when I run it, it just prints this:  End of statement list encountered -></p>

<p>This is my code:</p>

<pre><code>GenList
 | lista |
  lista := Array new: 31.
  1 to: 30 do: [ :i | lista at: i put: 2 atRandom - 1]
  ^lista
</code></pre>

<p>What can I do?</p>
","<h1>Some interesting things to consider:</h1>

<hr>

<p><em>1. The method selector doesn't start with a lowercase letter</em></p>

<hr>

<p>It is a tradition for selectors to start with a lowercase letter. In this sense, <code>genLista</code> would be more correct than <code>GenLista</code>.</p>

<hr>

<p><em>2. The method selector includes the abbreviated word 'gen'</em></p>

<hr>

<p>For instance, <code>genLista</code> could be renamed to <code>genereLista</code> o <code>listaAlAzar</code> (if you decide to use Spanish)</p>

<hr>

<p><em>3. The <code>Array</code> named <code>lista</code> has 31 elements, not 30</em></p>

<hr>

<p>The result of <code>Array new: 31</code> is an array of 31 elements. However, the code below it only fills 30 of them, leaving the last one uninitialized (i.e., <code>nil</code>). Possible solution: <code>lista := Array new: 30</code>.</p>

<hr>

<p><em>4. A dot is missing causing a compilation error</em></p>

<hr>

<p>The code</p>

<pre><code>  1 to: 30 do: [ :i | lista at: i put: 2 atRandom - 1]
  ^lista
</code></pre>

<p>does not compile because there is no dot indicating the separation between the two sentences. Note that the error happens at compilation time (i.e., when you save the method) because the return token <code>^</code> must start a statement (i.e., it cannot be inlined inside a statement).</p>

<p>There are other cases where a missing dot will not prevent the code from compiling. Instead, an error will happen at runtime. Here is a (typical) example:</p>

<pre><code>1 to: 10 do: [:i | self somethingWith: i]     ""&lt;- missing dot here""
self somethingElse
</code></pre>

<p>the missing dot will generate the runtime error <code>self not understood by block</code>.</p>

<hr>

<p><em>5. There is a more expressive way of generating 0s and 1s at random</em></p>

<hr>

<p>The calculation <code>2 atRandom - 1</code> is ok. However, it forces the reader to mentally do the math. A better way to reveal your intention would have been</p>

<pre><code>#(0 1) atRandom
</code></pre>

<hr>

<p><em>6. When playing with random numbers don't forget to save the seed</em></p>

<hr>

<p>While it is ok to use <code>atRandom</code>, such a practice should only be used with ""toy"" code. If you are developing a system or a library, the recommended practice is to save the seed somewhere before generating any random data. This will allow you to reproduce the generation of random quantities later on for the sake of debugging or confirmation. (Note however, that this will not suffice for making your program deterministically reproducible because unordered (e.g. hashed) collections could form differently in successive executions.)</p>
"," The issue with your code is that you are using the `put:` method with two arguments, but the `put:` method only takes one argument. To fix this, you can use the `at:put:` method, which takes two arguments: the index at which to put the value, and the value to put. Here's the corrected code:
```python
GenList
  | lista |
  lista := Array new: 31.
  1 to: 31 do: [ :i | lista at: i put: (2 atRandom - 1) ].
  ^lista
```
In this corrected code, we create an array `lista` of size 31, and then use a `for` loop to fill it with random 0s and 1s. The `to:` method generates a range of integers from 1 to 31 (inclusive), and the `do:` method applies the block to each integer in the range.

The block takes one argument `i`, which represents the current index in the range. We use the `atRandom` method to generate a random number between 1 and 2 (inclusive), and then subtract 1 to get a random number between 0 and 1 (inclusive). We then use the `at:put:` method to put this random number at the current index `i` in the array `lista`.

After the loop finishes, we return the array `lista` using the `^` symbol.

Here's an example of how you can use this",217,,,,,0.0,0.5289609652652304,0,[],[],155,1442,313,0,[]
GenAI,How to access class variables in Smalltalk,"<p>I am trying to access a class variable in one of my classes in Smalltalk. </p>

<p>I have two classes: Class1 and Class2.</p>

<p>Class1 has the following variables: year month day hour minute. 
Class2 has the following variables: start-time end-time.
In the initialize method for Class2 I have the following:</p>

<pre><code>start-time := Class1 new.
end-time := Class1 new.
</code></pre>

<p>Now I want to assign the year 2012 to start-time, how do I access the year variable in the Class1 object start-time? </p>
","<p>Since you are sending <code>new</code> message to the classes I will assume that you are interested in <em>instance variables</em>, and not <em>class variables</em> (shared variables) (see Pharo Object Model in <a href=""https://ci.inria.fr/pharo-contribution/job/UpdatedPharoByExample/lastSuccessfulBuild/artifact/book-result/PharoObjectModel/PharoObjectModel.html#sec:classVars"" rel=""nofollow"">Updated Pharo By Example</a> to understand the differences).</p>

<p>In Pharo all class/instance variables are private, thus the way to access them is to create accessors.</p>

<p>Add to your Class1 methods</p>

<pre><code>Class1&gt;&gt;year
    ^ year

Class1&gt;&gt;year: aYear
    year := aYear
</code></pre>

<p>And then you can send the message to the class with the appropriate value:</p>

<pre><code>Class2&gt;&gt;initialize
    startTime := Class1 new.
    startTime year: 2012.

    ""or by using a cascade""
    startTime := Class1 new
        year: 2012;
        yourself.
</code></pre>

<p>If for whatever reason you needed to access a variable without accessors, you can use metaprogramming:</p>

<pre><code>startTime instVarNamed: #year ""meta-getter""
startTime instVarNamed: #year put: 2012 ""meta-setter""
</code></pre>

<p>Finally, <code>'start-time'</code> is not a valid variable name.</p>
"," In Smalltalk, you can access class variables using the syntax `ClassVariableName` for class variables and `instanceVariableName` for instance variables. In your case, you have defined `start-time` and `end-time` as instance variables of `Class2` and they are initialized with new instances of `Class1`.

To set the `year` variable of the `start-time` instance of `Class1`, you need to access the instance of `Class1` first and then set its `year` variable. Here's how you can do it:
```smalltalk
start-time year: 2012.
```
In this example, `start-time` is an instance of `Class1` and `year` is an instance variable of `Class1`. The `year:` message sets the value of the `year` variable to `2012`.

Here's the complete example with your classes:
```smalltalk
Object subclass: #Class1
    instanceVariableNames: 'year month day hour minute'
    classVariableNames: ''
    poolDictionaries: ''
    category: 'MyExample'.

Class1 >> initialize
    super initialize.
    year := 0.
    month := 0.
    day := 0.
    hour := 0.
    minute := 0.

Object subclass: #Class2
    instanceVariableNames: 'start-time end-time'
    classVariableNames: ''
    poolDictionaries: ''
    category: 'MyExample'.

Class2 >> initialize
    super initialize.
    start-time := Class1 new.
    end-time := Class1 new.

Class2 new. ""create a new instance of",223,,,,,0.0,0.5451031503638065,0,[],[],176,1420,338,0,[]
GenAI,Pharo method with multiple arguments,"<p>I am creating a Pharo Class method that takes 3 arguments. I am using the following code and it gives me the error ""Variable or expression expected..""</p>

<pre><code>    MethodName: arg1:argValue1 arg2:argValue2
    ^ self var1: argValue1 var2: self var3: argValue2
</code></pre>

<p>What would be the correct method declaration syntax? Later on, I intend on calling this method like below :</p>

<pre><code>    ClassName var1: argValue1 var2: self var3: argValue2
</code></pre>
","<p>The bit that you have to understand when it comes to naming methods in Smalltalk is that the method can be split into multiple parts, delimited by colons (<code>:</code>), and that the arguments are inserted after each of those colons. Semantically, that makes a lot of sense, and allows you to use good naming practices so that your code reads almost like an English sentence (which is why the language was named <em>Smalltalk</em>).</p>

<p>So for a method that, in Java or a similar ""curly bracket language"", might look something like this:</p>

<pre><code>registerUser(String emailAddress, String password, boolean isAdmin) {...}
</code></pre>

<p>you would split up the method name in the declaration to fit the arguments, like this:</p>

<pre><code>registerUserWithEmail: anEmailAddress password: aPassword isAdmin: aBoolean
</code></pre>

<p>making the <em>method name</em> (often prefixed with <code>#</code> in Smalltalk because it is registered as a ""symbol"" in a global dictionary):</p>

<pre><code>#registerUserWithEmail:password:isAdmin:
</code></pre>

<p>That whole thing is the method name, and when calling it, you'd insert the appropriate arguments after the colons (let's assume this method is defined in the class <code>UserRegistry</code>):</p>

<pre><code>UserRegistry
    registerUserWithEmail: 'joe@bloggs.com'
    password: 'topSecret'
    isAdmin: true
</code></pre>

<p>Of course you can leave all that on one line, depending on its length and your readability preferences.</p>

<p>Getting back to your case, you had this:</p>

<pre><code>MethodName: arg1:argValue1 arg2:argValue2
</code></pre>

<p>The problem to which your compiler is trying to alert you when it says ""Variable or expression expected"" is that there's nothing between <code>MethodName:</code> and <code>arg1:</code>. I think you may have assumed that <code>MethodName:</code> wasn't part of the <em>method name</em> but part of the definition.</p>

<p>Some notes:</p>

<ul>
<li>by convention, method names use lowerCamelCase</li>
<li><code>#methodName:arg1:arg2:</code> wouldn't make a very good method name in Smalltalk, because the name should describe what it does and, when arguments come into play, what arguments are expected; the same goes for <code>#var1:var2:var3:</code></li>
<li>if you're going to be calling this method by sending a message to <code>ClassName</code>, then that method needs to be defined on the class side of <code>ClassName</code>, not on the instance side</li>
<li>think about what you're calling/passing in your example - unless you're doing something complicated with a hierarchy of objects, there may not be much point in sending a message to <code>self</code> with one of the arguments being <code>self</code> as well; ask yourself whether you can simplify something there (hard to be more concrete without knowing what you're trying to do)</li>
</ul>
"," The correct syntax for declaring a Pharo class method that takes multiple arguments is as follows:

```ruby
MethodName: arg1: argValue1 arg2: argValue2
    ^ self var1: argValue1; var2: argValue2
```

In this syntax, `MethodName` is the name of the method, and `arg1: argValue1` and `arg2: argValue2` are the arguments being passed to the method. The `^` symbol is used to denote the return value of the method.

The `self var1: argValue1; var2: argValue2` line is using cascading to set the values of `var1` and `var2` on the current object (`self`). The semicolon (`;`) is used to separate each cascaded message send.

To call this method, you can use the following syntax:

```php
ClassName new
    MethodName: argValue1
                arg2: argValue2
```

Here, `ClassName` is the name of the class that contains the `MethodName` method, and `argValue1` and `argValue2` are the values being passed as arguments to the method. The `new` message is used to create a new instance of the class.

For example, if you have a `Person` class with a `setName:lastName:` method, you can use the following code to create a new `Person` object and set its name and last name:

```php
| person |
person := Person new.
person setName: 'John' lastName: 'Doe'.
",209,,,,,0.125,0.5663376743575008,1,"['* A cascaded message send is a sequence of messages sent to the same target , separated by semi - colons :']",['The semicolon ( ` ; ` ) is used to separate each cascaded message send .'],175,1414,330,0,[]
